dia,cliente,producto_id,cantidad,ingreso,costo
174,Ferretería El Tornillo,,20,24.0,10.0
174,Ferretería El Tornillo,,15,13.5,4.5
174,Ferretería El Tornillo,,18,7.2,1.8
174,Taller Mecánico López,,14,12.6,4.2
174,Taller Mecánico López,,7,14.0,4.928000000000001
175,Construcciones Pérez,,105,126.0,52.5
175,Construcciones Pérez,,68,27.200000000000003,6.800000000000001
175,Construcciones Pérez,,126,252.0,88.70400000000002
175,Construcciones Pérez,,116,17.4,5.800000000000001
175,Almacén Central (Interno),,28,33.6,14.0
175,Almacén Central (Interno),,32,28.8,9.6
175,Almacén Central (Interno),,41,6.1499999999999995,2.0500000000000003
176,Taller Mecánico López,,9,8.1,2.6999999999999997
176,Taller Mecánico López,,13,26.0,9.152000000000003
177,Ferretería El Tornillo,,18,21.599999999999998,9.0
177,Ferretería El Tornillo,,15,13.5,4.5
177,Ferretería El Tornillo,,12,4.800000000000001,1.2000000000000002
178,Taller Mecánico López,,8,7.2,2.4
178,Taller Mecánico López,,13,26.0,9.152000000000003
180,Ferretería El Tornillo,,15,18.0,7.5
180,Ferretería El Tornillo,,17,15.3,5.1
180,Ferretería El Tornillo,,10,4.0,1.0
180,Taller Mecánico López,,12,10.8,3.5999999999999996
180,Taller Mecánico López,,7,14.0,4.928000000000001
180,Almacén Central (Interno),,29,34.8,14.5
180,Almacén Central (Interno),,34,30.6,10.2
180,Almacén Central (Interno),,29,4.35,1.4500000000000002
180,Ferreterías del Norte,,81,32.4,8.1
180,Ferreterías del Norte,,10,1.5,0.5
182,Construcciones Pérez,,90,36.0,9.0
182,Construcciones Pérez,,112,16.8,5.6000000000000005
182,Taller Mecánico López,,12,10.8,3.5999999999999996
182,Taller Mecánico López,,12,24.0,8.448000000000002
183,Ferretería El Tornillo,,10,12.0,5.0
183,Ferretería El Tornillo,,17,6.800000000000001,1.7000000000000002
184,Taller Mecánico López,,7,6.3,2.1
184,Taller Mecánico López,,12,24.0,8.448000000000002
185,Almacén Central (Interno),,26,31.2,13.0
185,Almacén Central (Interno),,29,26.1,8.7
185,Almacén Central (Interno),,34,5.1,1.7000000000000002
186,Ferretería El Tornillo,,5,6.0,2.5
186,Ferretería El Tornillo,,14,12.6,4.2
186,Ferretería El Tornillo,,19,7.6000000000000005,1.9000000000000001
186,Taller Mecánico López,,14,12.6,4.2
186,Taller Mecánico López,,7,14.0,4.928000000000001
188,Taller Mecánico López,,11,9.9,3.3
188,Taller Mecánico López,,4,8.0,2.8160000000000007
189,Ferretería El Tornillo,,9,10.799999999999999,4.5
189,Ferretería El Tornillo,,15,13.5,4.5
189,Ferretería El Tornillo,,12,4.800000000000001,1.2000000000000002
189,Construcciones Pérez,,118,141.6,59.0
189,Construcciones Pérez,,47,94.0,33.08800000000001
189,Construcciones Pérez,,161,24.15,8.05
190,Taller Mecánico López,,13,11.700000000000001,3.9
190,Taller Mecánico López,,10,20.0,7.040000000000002
190,Almacén Central (Interno),,32,38.4,16.0
190,Almacén Central (Interno),,28,25.2,8.4
190,Almacén Central (Interno),,37,5.55,1.85
190,Ferreterías del Norte,,224,33.6,11.200000000000001
192,Ferretería El Tornillo,,16,19.2,8.0
192,Ferretería El Tornillo,,13,11.700000000000001,3.9
192,Ferretería El Tornillo,,18,7.2,1.8
192,Taller Mecánico López,,10,9.0,3.0
192,Taller Mecánico López,,12,24.0,8.448000000000002
194,Taller Mecánico López,,11,9.9,3.3
194,Taller Mecánico López,,8,16.0,5.6320000000000014
195,Ferretería El Tornillo,,15,18.0,7.5
195,Ferretería El Tornillo,,15,13.5,4.5
195,Ferretería El Tornillo,,12,4.800000000000001,1.2000000000000002
195,Almacén Central (Interno),,35,42.0,17.5
195,Almacén Central (Interno),,29,26.1,8.7
195,Almacén Central (Interno),,29,4.35,1.4500000000000002
196,Construcciones Pérez,,91,182.0,64.06400000000002
196,Construcciones Pérez,,19,2.85,0.9500000000000001
196,Taller Mecánico López,,9,8.1,2.6999999999999997
196,Taller Mecánico López,,14,28.0,9.856000000000002
198,Ferretería El Tornillo,,16,19.2,8.0
198,Ferretería El Tornillo,,10,9.0,3.0
198,Ferretería El Tornillo,,16,6.4,1.6
198,Taller Mecánico López,,9,8.1,2.6999999999999997
198,Taller Mecánico López,,12,24.0,8.448000000000002
200,Taller Mecánico López,,12,10.8,3.5999999999999996
200,Taller Mecánico López,,10,20.0,7.040000000000002
200,Almacén Central (Interno),,23,27.599999999999998,11.5
200,Almacén Central (Interno),,26,23.400000000000002,7.8
200,Almacén Central (Interno),,30,4.5,1.5
200,Ferreterías del Norte,,225,90.0,22.5
200,Ferreterías del Norte,,30,4.5,1.5
201,Ferretería El Tornillo,,16,19.2,8.0
201,Ferretería El Tornillo,,11,9.9,3.3
201,Ferretería El Tornillo,,15,6.0,1.5
202,Taller Mecánico López,,12,10.8,3.5999999999999996
202,Taller Mecánico López,,11,22.0,7.7440000000000015
203,Construcciones Pérez,,36,43.199999999999996,18.0
203,Construcciones Pérez,,91,36.4,9.100000000000001
203,Construcciones Pérez,,47,94.0,33.08800000000001
203,Construcciones Pérez,,95,14.25,4.75
204,Ferretería El Tornillo,,16,19.2,8.0
204,Ferretería El Tornillo,,13,11.700000000000001,3.9
204,Ferretería El Tornillo,,7,2.8000000000000003,0.7000000000000001
204,Taller Mecánico López,,10,9.0,3.0
204,Taller Mecánico López,,8,16.0,5.6320000000000014
205,Almacén Central (Interno),,29,34.8,14.5
205,Almacén Central (Interno),,35,31.5,10.5
205,Almacén Central (Interno),,37,5.55,1.85
206,Taller Mecánico López,,8,7.2,2.4
206,Taller Mecánico López,,7,14.0,4.928000000000001
207,Ferretería El Tornillo,,11,13.2,5.5
207,Ferretería El Tornillo,,17,15.3,5.1
207,Ferretería El Tornillo,,20,8.0,2.0
208,Taller Mecánico López,,12,10.8,3.5999999999999996
208,Taller Mecánico López,,12,24.0,8.448000000000002
210,Ferretería El Tornillo,,11,13.2,5.5
210,Ferretería El Tornillo,,19,17.1,5.7
210,Ferretería El Tornillo,,19,7.6000000000000005,1.9000000000000001
210,Construcciones Pérez,,89,106.8,44.5
210,Construcciones Pérez,,194,77.60000000000001,19.4
210,Construcciones Pérez,,126,252.0,88.70400000000002
210,Construcciones Pérez,,159,23.849999999999998,7.95
210,Taller Mecánico López,,14,12.6,4.2
210,Taller Mecánico López,,12,24.0,8.448000000000002
210,Almacén Central (Interno),,33,39.6,16.5
210,Almacén Central (Interno),,41,6.1499999999999995,2.0500000000000003
210,Ferreterías del Norte,,54,8.1,2.7
212,Taller Mecánico López,,11,9.9,3.3
212,Taller Mecánico López,,7,14.0,4.928000000000001
213,Ferretería El Tornillo,,7,8.4,3.5
213,Ferretería El Tornillo,,11,9.9,3.3
213,Ferretería El Tornillo,,21,8.4,2.1
214,Taller Mecánico López,,11,9.9,3.3
214,Taller Mecánico López,,6,12.0,4.224000000000001
215,Almacén Central (Interno),,29,34.8,14.5
215,Almacén Central (Interno),,32,28.8,9.6
215,Almacén Central (Interno),,26,3.9,1.3
216,Ferretería El Tornillo,,16,19.2,8.0
216,Ferretería El Tornillo,,17,15.3,5.1
216,Ferretería El Tornillo,,17,6.800000000000001,1.7000000000000002
216,Taller Mecánico López,,9,8.1,2.6999999999999997
216,Taller Mecánico López,,10,20.0,7.040000000000002
217,Construcciones Pérez,,127,152.4,63.5
217,Construcciones Pérez,,67,26.8,6.7
217,Construcciones Pérez,,84,168.0,59.13600000000002
217,Construcciones Pérez,,102,15.299999999999999,5.1000000000000005
218,Taller Mecánico López,,12,10.8,3.5999999999999996
218,Taller Mecánico López,,9,18.0,6.336000000000002
219,Ferretería El Tornillo,,13,15.6,6.5
219,Ferretería El Tornillo,,18,16.2,5.3999999999999995
219,Ferretería El Tornillo,,12,4.800000000000001,1.2000000000000002
220,Taller Mecánico López,,10,9.0,3.0
220,Taller Mecánico López,,7,14.0,4.928000000000001
220,Almacén Central (Interno),,27,32.4,13.5
220,Almacén Central (Interno),,36,32.4,10.799999999999999
220,Almacén Central (Interno),,28,4.2,1.4000000000000001
220,Ferreterías del Norte,,61,24.400000000000002,6.1000000000000005
220,Ferreterías del Norte,,115,17.25,5.75
222,Ferretería El Tornillo,,8,9.6,4.0
222,Ferretería El Tornillo,,18,16.2,5.3999999999999995
222,Ferretería El Tornillo,,15,6.0,1.5
222,Taller Mecánico López,,7,6.3,2.1
222,Taller Mecánico López,,11,22.0,7.7440000000000015
224,Construcciones Pérez,,84,33.6,8.4
224,Construcciones Pérez,,169,25.349999999999998,8.45
224,Taller Mecánico López,,9,8.1,2.6999999999999997
224,Taller Mecánico López,,9,18.0,6.336000000000002
225,Ferretería El Tornillo,,14,16.8,7.0
225,Ferretería El Tornillo,,13,11.700000000000001,3.9
225,Ferretería El Tornillo,,23,9.200000000000001,2.3000000000000003
225,Almacén Central (Interno),,29,34.8,14.5
225,Almacén Central (Interno),,35,31.5,10.5
225,Almacén Central (Interno),,29,4.35,1.4500000000000002
226,Taller Mecánico López,,13,11.700000000000001,3.9
226,Taller Mecánico López,,12,24.0,8.448000000000002
228,Ferretería El Tornillo,,18,21.599999999999998,9.0
228,Ferretería El Tornillo,,17,15.3,5.1
228,Ferretería El Tornillo,,21,8.4,2.1
228,Taller Mecánico López,,9,8.1,2.6999999999999997
228,Taller Mecánico López,,11,22.0,7.7440000000000015
230,Taller Mecánico López,,10,9.0,3.0
230,Taller Mecánico López,,8,16.0,5.6320000000000014
230,Almacén Central (Interno),,27,32.4,13.5
230,Almacén Central (Interno),,25,22.5,7.5
230,Almacén Central (Interno),,24,3.5999999999999996,1.2000000000000002
230,Ferreterías del Norte,,80,32.0,8.0
230,Ferreterías del Norte,,296,44.4,14.8
231,Ferretería El Tornillo,,27,32.4,13.5
231,Ferretería El Tornillo,,11,9.9,3.3
231,Ferretería El Tornillo,,19,7.6000000000000005,1.9000000000000001
231,Construcciones Pérez,,80,96.0,40.0
231,Construcciones Pérez,,99,39.6,9.9
231,Construcciones Pérez,,130,260.0,91.52000000000004
231,Construcciones Pérez,,106,15.899999999999999,5.300000000000001
232,Taller Mecánico López,,13,11.700000000000001,3.9
232,Taller Mecánico López,,13,26.0,9.152000000000003
234,Ferretería El Tornillo,,9,10.799999999999999,4.5
234,Ferretería El Tornillo,,15,13.5,4.5
234,Ferretería El Tornillo,,9,3.6,0.9
234,Taller Mecánico López,,10,9.0,3.0
234,Taller Mecánico López,,13,26.0,9.152000000000003
235,Almacén Central (Interno),,25,30.0,12.5
235,Almacén Central (Interno),,34,30.6,10.2
235,Almacén Central (Interno),,29,4.35,1.4500000000000002
236,Taller Mecánico López,,11,9.9,3.3
236,Taller Mecánico López,,9,18.0,6.336000000000002
237,Ferretería El Tornillo,,13,15.6,6.5
237,Ferretería El Tornillo,,17,15.3,5.1
237,Ferretería El Tornillo,,10,4.0,1.0
238,Construcciones Pérez,,118,47.2,11.8
238,Construcciones Pérez,,76,11.4,3.8000000000000003
238,Taller Mecánico López,,14,12.6,4.2
238,Taller Mecánico López,,11,22.0,7.7440000000000015
240,Ferretería El Tornillo,,8,9.6,4.0
240,Ferretería El Tornillo,,17,15.3,5.1
240,Ferretería El Tornillo,,15,6.0,1.5
240,Taller Mecánico López,,8,7.2,2.4
240,Taller Mecánico López,,9,18.0,6.336000000000002
240,Almacén Central (Interno),,38,45.6,19.0
240,Almacén Central (Interno),,26,23.400000000000002,7.8
240,Almacén Central (Interno),,34,5.1,1.7
240,Ferreterías del Norte,,231,34.65,11.55
242,Taller Mecánico López,,11,9.9,3.3
242,Taller Mecánico López,,13,26.0,9.152000000000001
243,Ferretería El Tornillo,,15,18.0,7.5
243,Ferretería El Tornillo,,10,9.0,3.0
243,Ferretería El Tornillo,,11,4.4,1.1
244,Taller Mecánico López,,7,6.3,2.1
244,Taller Mecánico López,,12,24.0,8.448000000000002
245,Construcciones Pérez,,90,108.0,45.0
245,Construcciones Pérez,,83,33.2,8.3
245,Construcciones Pérez,,105,15.75,5.25
245,Almacén Central (Interno),,29,34.8,14.5
245,Almacén Central (Interno),,27,24.3,8.1
245,Almacén Central (Interno),,32,4.8,1.6
246,Ferretería El Tornillo,,9,10.799999999999999,4.5
246,Ferretería El Tornillo,,12,10.8,3.6
246,Ferretería El Tornillo,,11,4.4,1.1
246,Taller Mecánico López,,10,9.0,3.0
246,Taller Mecánico López,,10,20.0,7.040000000000002
248,Taller Mecánico López,,8,7.2,2.4
248,Taller Mecánico López,,11,22.0,7.7440000000000015
249,Ferretería El Tornillo,,17,20.4,8.5
249,Ferretería El Tornillo,,3,2.7,0.8999999999999999
249,Ferretería El Tornillo,,17,6.800000000000001,1.7000000000000002
250,Taller Mecánico López,,12,10.8,3.5999999999999996
250,Taller Mecánico López,,10,20.0,7.040000000000002
250,Almacén Central (Interno),,26,31.2,13.0
250,Almacén Central (Interno),,28,25.2,8.4
250,Almacén Central (Interno),,31,4.6499999999999995,1.55
250,Ferreterías del Norte,,191,28.65,9.55
252,Ferretería El Tornillo,,10,12.0,5.0
252,Ferretería El Tornillo,,20,18.0,6.0
252,Ferretería El Tornillo,,16,6.4,1.6
252,Construcciones Pérez,,91,109.2,45.5
252,Construcciones Pérez,,96,38.400000000000006,9.6
252,Construcciones Pérez,,109,16.349999999999998,5.45
252,Taller Mecánico López,,11,9.9,3.3
252,Taller Mecánico López,,14,28.0,9.856000000000002
254,Taller Mecánico López,,12,10.8,3.5999999999999996
254,Taller Mecánico López,,11,22.0,7.7440000000000015
255,Ferretería El Tornillo,,15,18.0,7.5
255,Ferretería El Tornillo,,17,15.3,5.1
255,Ferretería El Tornillo,,14,5.6000000000000005,1.4000000000000001
255,Almacén Central (Interno),,33,39.6,16.5
255,Almacén Central (Interno),,34,30.6,10.2
255,Almacén Central (Interno),,33,4.95,1.6500000000000001
256,Taller Mecánico López,,12,10.8,3.5999999999999996
256,Taller Mecánico López,,12,24.0,8.448000000000002
258,Ferretería El Tornillo,,18,21.599999999999998,9.0
258,Ferretería El Tornillo,,7,6.3,2.1
258,Ferretería El Tornillo,,19,7.6000000000000005,1.9000000000000001
258,Taller Mecánico López,,12,10.8,3.5999999999999996
258,Taller Mecánico López,,9,18.0,6.336000000000002
259,Construcciones Pérez,,111,44.400000000000006,11.1
259,Construcciones Pérez,,128,256.0,93.18400000000001
259,Construcciones Pérez,,165,24.75,8.25
260,Taller Mecánico López,,10,9.0,3.0
260,Taller Mecánico López,,10,20.0,8.0
260,Almacén Central (Interno),,30,36.0,15.0
260,Almacén Central (Interno),,30,27.0,9.0
260,Almacén Central (Interno),,28,4.2,1.4000000000000001
260,Ferreterías del Norte,,109,16.349999999999998,5.45
261,Ferretería El Tornillo,,17,20.4,8.5
261,Ferretería El Tornillo,,21,18.900000000000002,6.3
261,Ferretería El Tornillo,,15,6.0,1.5
262,Taller Mecánico López,,11,9.9,3.3
262,Taller Mecánico López,,13,26.0,10.400000000000002
264,Ferretería El Tornillo,,20,24.0,10.0
264,Ferretería El Tornillo,,10,9.0,3.0
264,Ferretería El Tornillo,,18,7.2,1.8000000000000003
264,Taller Mecánico López,,10,9.0,3.0
264,Taller Mecánico López,,12,24.0,9.600000000000001
265,Almacén Central (Interno),,29,34.8,14.5
265,Almacén Central (Interno),,29,26.1,8.7
265,Almacén Central (Interno),,22,3.3,1.1
266,Construcciones Pérez,,135,54.0,13.5
266,Construcciones Pérez,,98,196.0,69.76000000000002
266,Construcciones Pérez,,131,19.65,6.550000000000001
266,Taller Mecánico López,,10,9.0,3.0
266,Taller Mecánico López,,11,22.0,7.7440000000000015
267,Ferretería El Tornillo,,13,15.6,6.5
267,Ferretería El Tornillo,,21,18.900000000000002,6.3
267,Ferretería El Tornillo,,18,7.2,1.8
268,Taller Mecánico López,,10,9.0,3.0
268,Taller Mecánico López,,12,24.0,8.448000000000002
270,Ferretería El Tornillo,,13,15.6,6.5
270,Ferretería El Tornillo,,16,14.4,4.8
270,Ferretería El Tornillo,,19,7.6000000000000005,1.9000000000000001
270,Taller Mecánico López,,7,6.3,2.1
270,Taller Mecánico López,,10,20.0,7.040000000000002
270,Almacén Central (Interno),,34,40.8,17.0
270,Almacén Central (Interno),,28,25.2,8.4
270,Almacén Central (Interno),,30,4.5,1.5
270,Ferreterías del Norte,,222,33.3,11.100000000000001
272,Taller Mecánico López,,9,8.1,2.6999999999999997
272,Taller Mecánico López,,10,20.0,7.040000000000002
273,Ferretería El Tornillo,,16,19.2,8.0
273,Ferretería El Tornillo,,13,11.700000000000001,3.9
273,Ferretería El Tornillo,,10,4.0,1.0
273,Construcciones Pérez,,83,99.6,41.5
273,Construcciones Pérez,,108,43.2,10.8
273,Construcciones Pérez,,65,130.0,45.76000000000001
274,Taller Mecánico López,,5,4.5,1.5
274,Taller Mecánico López,,9,18.0,6.336000000000002
275,Almacén Central (Interno),,27,32.4,13.5
275,Almacén Central (Interno),,26,23.400000000000002,7.8
275,Almacén Central (Interno),,27,4.05,1.35
276,Ferretería El Tornillo,,9,10.799999999999999,4.5
276,Ferretería El Tornillo,,10,9.0,3.0
276,Ferretería El Tornillo,,5,2.0,0.5
276,Taller Mecánico López,,12,10.8,3.5999999999999996
276,Taller Mecánico López,,11,22.0,7.7440000000000015
